Drug Name,Disease,Source Key
epcoritamab,refractory follicular lymphoma,epcoritamab
epcoritamab,DLBCL arising from indolent lymphoma,epcoritamab
epcoritamab,refractory diffuse large B-cell lymphoma,epcoritamab
epcoritamab,rituximab for the treatment of adult patients,epcoritamab
epcoritamab,monotherapy for the treatment of adult patients,epcoritamab
pancrelipase,pediatric patients,pancrelipase
pancrelipase,exocrine pancreatic insufficiency in adult,pancrelipase
pancrelipase,pediatric patients,pancrelipase
pancrelipase,exocrine pancreatic insufficiency in adult,pancrelipase
pancrelipase,pancreatectomy,pancrelipase
pancrelipase,exocrine pancreatic insufficiency due to chronic pancreatitis,pancrelipase
pancrelipase,Take 15 minutes before meals,pancrelipase
pancrelipase,pediatric patients,pancrelipase
pancrelipase,exocrine pancreatic insufficiency in adult,pancrelipase
pancrelipase,absorption,pancrelipase
pancrelipase,INDICATIONS Stimulates digestion,pancrelipase
pancrelipase,pediatric patients,pancrelipase
pancrelipase,exocrine pancreatic insufficiency in adult,pancrelipase
natalizumab-sztn,inducing,natalizumab-sztn
natalizumab-sztn,inhibitors of TNF-α,natalizumab-sztn
natalizumab-sztn,are unable to tolerate,natalizumab-sztn
natalizumab-sztn,conventional CD therapies,natalizumab-sztn
natalizumab-sztn,relapsing-remitting disease,natalizumab-sztn
natalizumab-sztn,remission in adult patients,natalizumab-sztn
natalizumab-sztn,clinically isolated syndrome,natalizumab-sztn
natalizumab-sztn,maintaining clinical response,natalizumab-sztn
natalizumab-sztn,treatment of: Multiple Sclerosis,natalizumab-sztn
natalizumab-sztn,active secondary progressive disease,natalizumab-sztn
natalizumab-sztn,monotherapy for the treatment of relapsing forms of multiple sclerosis,natalizumab-sztn
natalizumab-sztn,TYRUKO is indicated as monotherapy for the treatment of relapsing forms of multiple sclerosis,natalizumab-sztn
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 2 years of age,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Moderate to severe plaque psoriasis in adult,ustekinumab
ustekinumab,treatment of: Moderate to severe plaque psoriasis in adult,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,Adult patients with,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,treatment of: Adult patients with,ustekinumab
ustekinumab,moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,Adult patients with,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,treatment of: Adult patients with,ustekinumab
ustekinumab,moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,Adult patients with,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,treatment of: Adult patients with,ustekinumab
ustekinumab,moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,Adult patients with,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,treatment of: Adult patients with,ustekinumab
ustekinumab,moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 2 years of age,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Moderate to severe plaque psoriasis in adult,ustekinumab
ustekinumab,treatment of: Moderate to severe plaque psoriasis in adult,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,older,ustekinumab
ustekinumab,adults,ustekinumab
ustekinumab,adult patients,ustekinumab
ustekinumab,systemic therapy,ustekinumab
ustekinumab,pediatric patients 6 years of age,ustekinumab
ustekinumab,Adult patients with: moderate to severe plaque psoriasis,ustekinumab
ustekinumab,treatment of: Adult patients with: moderate to severe plaque psoriasis,ustekinumab
mirikizumab,moderately to severely active ulcerative colitis,mirikizumab
mirikizumab,treatment of: moderately to severely active ulcerative colitis,mirikizumab
mirikizumab,moderately to severely active ulcerative colitis in adults moderately to severely active Crohn's disease,mirikizumab
mirikizumab,treatment of: moderately to severely active ulcerative colitis in adults moderately to severely active Crohn's disease,mirikizumab
toripalimab-tpzi,adults,toripalimab-tpzi
toripalimab-tpzi,metastatic NPC,toripalimab-tpzi
efbemalenograstim alfa-vuxw,in adult patients,efbemalenograstim alfa-vuxw
efbemalenograstim alfa-vuxw,decrease the incidence of infection,efbemalenograstim alfa-vuxw
efbemalenograstim alfa-vuxw,as manifested by febrile neutropenia,efbemalenograstim alfa-vuxw
"Meningococcal Groups A, B, C, W and Y Vaccine",,"meningococcal groups a, b, c, w and y vaccine"
Meningococcal Groups A,serious infections caused by susceptible strains of the designated microorganisms in the conditions listed below,meningococcal groups a
Meningococcal Groups A,serious infections caused by susceptible strains of the designated microorganisms in the conditions listed below,meningococcal groups a
Meningococcal Groups A,serious infections caused by susceptible strains of the designated microorganisms in the conditions listed below,meningococcal groups a
Meningococcal Groups A,cystitis,meningococcal groups a
Meningococcal Groups A,pyelitis,meningococcal groups a
Meningococcal Groups A,foreign bodies,meningococcal groups a
Meningococcal Groups A,Proteus mirabilis,meningococcal groups a
Meningococcal Groups A,Klebsiella species,meningococcal groups a
Meningococcal Groups A,Enterobacter species,meningococcal groups a
Meningococcal Groups A,Staphylococcus aureus,meningococcal groups a
Meningococcal Groups A,primarily pyelonephritis,meningococcal groups a
Meningococcal Groups A,in the absence of obstructive uropathy,meningococcal groups a
Meningococcal Groups A,when these infections are caused by susceptible strains of the following organisms: Escherichia coli,meningococcal groups a
Meningococcal Groups A,following conditions: Chancroid Trachoma Inclusion conjunctivitis Nocardiosis Urinary tract infections,meningococcal groups a
Meningococcal Groups A,cystitis,meningococcal groups a
Meningococcal Groups A,pyelitis,meningococcal groups a
Meningococcal Groups A,foreign bodies,meningococcal groups a
Meningococcal Groups A,Proteus mirabilis,meningococcal groups a
Meningococcal Groups A,Klebsiella species,meningococcal groups a
Meningococcal Groups A,Enterobacter species,meningococcal groups a
Meningococcal Groups A,Staphylococcus aureus,meningococcal groups a
Meningococcal Groups A,primarily pyelonephritis,meningococcal groups a
Meningococcal Groups A,in the absence of obstructive uropathy,meningococcal groups a
Meningococcal Groups A,when these infections are caused by susceptible strains of the following organisms: Esch erichia coli,meningococcal groups a
Meningococcal Groups A,following conditions: Chancroid Trachoma Inclusion conjunctivitis Nocardiosis Urinary tract infections,meningococcal groups a
Meningococcal Groups A,serious infections caused by susceptible strains of the designated microorganisms in the conditions listed below,meningococcal groups a
Meningococcal Groups A,cystitis,meningococcal groups a
Meningococcal Groups A,pyelitis,meningococcal groups a
Meningococcal Groups A,foreign bodies,meningococcal groups a
Meningococcal Groups A,Proteus mirabilis,meningococcal groups a
Meningococcal Groups A,Klebsiella species,meningococcal groups a
Meningococcal Groups A,Enterobacter species,meningococcal groups a
Meningococcal Groups A,Staphylococcus aureus,meningococcal groups a
Meningococcal Groups A,primarily pyelonephritis,meningococcal groups a
Meningococcal Groups A,in the absence of obstructive uropathy,meningococcal groups a
Meningococcal Groups A,when these infections are caused by susceptible strains of the following organisms: Escherichia coli,meningococcal groups a
Meningococcal Groups A,following conditions: Chancroid Trachoma Inclusion conjunctivitis Nocardiosis Urinary tract infections,meningococcal groups a
vedolizumab,adults for the treatment of: moderately to severely active ulcerative colitis,vedolizumab
cipaglucosidase alfa-atga,in combination,cipaglucosidase alfa-atga
cipaglucosidase alfa-atga,weighing ≥40 kg,cipaglucosidase alfa-atga
cipaglucosidase alfa-atga,POMBILITI is indicated,cipaglucosidase alfa-atga
cipaglucosidase alfa-atga,the treatment of adult patients,cipaglucosidase alfa-atga
cipaglucosidase alfa-atga,lysosomal acid alpha-glucosidase [GAA] deficiency,cipaglucosidase alfa-atga
tocilizumab,older,tocilizumab
tocilizumab,DMARDs,tocilizumab
tocilizumab,COVID-19,tocilizumab
tocilizumab,non-invasive,tocilizumab
tocilizumab,Adult patients,tocilizumab
tocilizumab,adult patients,tocilizumab
tocilizumab,giant cell arteritis,tocilizumab
tocilizumab,coronavirus disease 2019,tocilizumab
tocilizumab,require supplemental oxygen,tocilizumab
tocilizumab,in hospitalized adult patients,tocilizumab
tocilizumab,invasive mechanical ventilation,tocilizumab
tocilizumab,treatment of: Rheumatoid Arthritis,tocilizumab
tocilizumab,extracorporeal membrane oxygenation,tocilizumab
